dataset,split,label,image_path,mask_path
REFUGE,val,unknown,../data/raw\refuge\val\images\V0091.jpg,../data/raw\refuge\val\mask\V0091.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0092.jpg,../data/raw\refuge\val\mask\V0092.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0093.jpg,../data/raw\refuge\val\mask\V0093.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0094.jpg,../data/raw\refuge\val\mask\V0094.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0095.jpg,../data/raw\refuge\val\mask\V0095.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0096.jpg,../data/raw\refuge\val\mask\V0096.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0097.jpg,../data/raw\refuge\val\mask\V0097.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0098.jpg,../data/raw\refuge\val\mask\V0098.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0099.jpg,../data/raw\refuge\val\mask\V0099.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0100.jpg,../data/raw\refuge\val\mask\V0100.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0101.jpg,../data/raw\refuge\val\mask\V0101.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0102.jpg,../data/raw\refuge\val\mask\V0102.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0103.jpg,../data/raw\refuge\val\mask\V0103.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0104.jpg,../data/raw\refuge\val\mask\V0104.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0105.jpg,../data/raw\refuge\val\mask\V0105.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0106.jpg,../data/raw\refuge\val\mask\V0106.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0107.jpg,../data/raw\refuge\val\mask\V0107.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0108.jpg,../data/raw\refuge\val\mask\V0108.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0109.jpg,../data/raw\refuge\val\mask\V0109.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0110.jpg,../data/raw\refuge\val\mask\V0110.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0111.jpg,../data/raw\refuge\val\mask\V0111.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0112.jpg,../data/raw\refuge\val\mask\V0112.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0113.jpg,../data/raw\refuge\val\mask\V0113.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0114.jpg,../data/raw\refuge\val\mask\V0114.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0115.jpg,../data/raw\refuge\val\mask\V0115.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0116.jpg,../data/raw\refuge\val\mask\V0116.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0117.jpg,../data/raw\refuge\val\mask\V0117.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0118.jpg,../data/raw\refuge\val\mask\V0118.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0119.jpg,../data/raw\refuge\val\mask\V0119.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0120.jpg,../data/raw\refuge\val\mask\V0120.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0121.jpg,../data/raw\refuge\val\mask\V0121.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0122.jpg,../data/raw\refuge\val\mask\V0122.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0123.jpg,../data/raw\refuge\val\mask\V0123.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0124.jpg,../data/raw\refuge\val\mask\V0124.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0125.jpg,../data/raw\refuge\val\mask\V0125.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0126.jpg,../data/raw\refuge\val\mask\V0126.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0127.jpg,../data/raw\refuge\val\mask\V0127.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0128.jpg,../data/raw\refuge\val\mask\V0128.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0129.jpg,../data/raw\refuge\val\mask\V0129.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0130.jpg,../data/raw\refuge\val\mask\V0130.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0131.jpg,../data/raw\refuge\val\mask\V0131.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0132.jpg,../data/raw\refuge\val\mask\V0132.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0133.jpg,../data/raw\refuge\val\mask\V0133.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0134.jpg,../data/raw\refuge\val\mask\V0134.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0135.jpg,../data/raw\refuge\val\mask\V0135.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0136.jpg,../data/raw\refuge\val\mask\V0136.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0137.jpg,../data/raw\refuge\val\mask\V0137.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0138.jpg,../data/raw\refuge\val\mask\V0138.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0139.jpg,../data/raw\refuge\val\mask\V0139.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0140.jpg,../data/raw\refuge\val\mask\V0140.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0141.jpg,../data/raw\refuge\val\mask\V0141.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0142.jpg,../data/raw\refuge\val\mask\V0142.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0143.jpg,../data/raw\refuge\val\mask\V0143.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0144.jpg,../data/raw\refuge\val\mask\V0144.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0145.jpg,../data/raw\refuge\val\mask\V0145.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0146.jpg,../data/raw\refuge\val\mask\V0146.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0147.jpg,../data/raw\refuge\val\mask\V0147.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0148.jpg,../data/raw\refuge\val\mask\V0148.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0149.jpg,../data/raw\refuge\val\mask\V0149.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0150.jpg,../data/raw\refuge\val\mask\V0150.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0151.jpg,../data/raw\refuge\val\mask\V0151.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0152.jpg,../data/raw\refuge\val\mask\V0152.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0153.jpg,../data/raw\refuge\val\mask\V0153.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0154.jpg,../data/raw\refuge\val\mask\V0154.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0155.jpg,../data/raw\refuge\val\mask\V0155.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0156.jpg,../data/raw\refuge\val\mask\V0156.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0157.jpg,../data/raw\refuge\val\mask\V0157.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0158.jpg,../data/raw\refuge\val\mask\V0158.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0159.jpg,../data/raw\refuge\val\mask\V0159.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0160.jpg,../data/raw\refuge\val\mask\V0160.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0161.jpg,../data/raw\refuge\val\mask\V0161.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0162.jpg,../data/raw\refuge\val\mask\V0162.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0163.jpg,../data/raw\refuge\val\mask\V0163.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0164.jpg,../data/raw\refuge\val\mask\V0164.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0165.jpg,../data/raw\refuge\val\mask\V0165.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0166.jpg,../data/raw\refuge\val\mask\V0166.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0167.jpg,../data/raw\refuge\val\mask\V0167.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0168.jpg,../data/raw\refuge\val\mask\V0168.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0169.jpg,../data/raw\refuge\val\mask\V0169.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0170.jpg,../data/raw\refuge\val\mask\V0170.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0171.jpg,../data/raw\refuge\val\mask\V0171.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0172.jpg,../data/raw\refuge\val\mask\V0172.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0173.jpg,../data/raw\refuge\val\mask\V0173.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0174.jpg,../data/raw\refuge\val\mask\V0174.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0175.jpg,../data/raw\refuge\val\mask\V0175.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0176.jpg,../data/raw\refuge\val\mask\V0176.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0177.jpg,../data/raw\refuge\val\mask\V0177.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0178.jpg,../data/raw\refuge\val\mask\V0178.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0179.jpg,../data/raw\refuge\val\mask\V0179.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0180.jpg,../data/raw\refuge\val\mask\V0180.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0181.jpg,../data/raw\refuge\val\mask\V0181.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0182.jpg,../data/raw\refuge\val\mask\V0182.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0183.jpg,../data/raw\refuge\val\mask\V0183.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0184.jpg,../data/raw\refuge\val\mask\V0184.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0185.jpg,../data/raw\refuge\val\mask\V0185.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0186.jpg,../data/raw\refuge\val\mask\V0186.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0187.jpg,../data/raw\refuge\val\mask\V0187.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0188.jpg,../data/raw\refuge\val\mask\V0188.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0189.jpg,../data/raw\refuge\val\mask\V0189.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0190.jpg,../data/raw\refuge\val\mask\V0190.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0191.jpg,../data/raw\refuge\val\mask\V0191.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0192.jpg,../data/raw\refuge\val\mask\V0192.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0193.jpg,../data/raw\refuge\val\mask\V0193.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0194.jpg,../data/raw\refuge\val\mask\V0194.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0195.jpg,../data/raw\refuge\val\mask\V0195.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0196.jpg,../data/raw\refuge\val\mask\V0196.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0197.jpg,../data/raw\refuge\val\mask\V0197.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0198.jpg,../data/raw\refuge\val\mask\V0198.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0199.jpg,../data/raw\refuge\val\mask\V0199.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0200.jpg,../data/raw\refuge\val\mask\V0200.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0201.jpg,../data/raw\refuge\val\mask\V0201.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0202.jpg,../data/raw\refuge\val\mask\V0202.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0203.jpg,../data/raw\refuge\val\mask\V0203.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0204.jpg,../data/raw\refuge\val\mask\V0204.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0205.jpg,../data/raw\refuge\val\mask\V0205.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0206.jpg,../data/raw\refuge\val\mask\V0206.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0207.jpg,../data/raw\refuge\val\mask\V0207.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0208.jpg,../data/raw\refuge\val\mask\V0208.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0209.jpg,../data/raw\refuge\val\mask\V0209.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0210.jpg,../data/raw\refuge\val\mask\V0210.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0211.jpg,../data/raw\refuge\val\mask\V0211.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0212.jpg,../data/raw\refuge\val\mask\V0212.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0213.jpg,../data/raw\refuge\val\mask\V0213.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0214.jpg,../data/raw\refuge\val\mask\V0214.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0215.jpg,../data/raw\refuge\val\mask\V0215.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0216.jpg,../data/raw\refuge\val\mask\V0216.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0217.jpg,../data/raw\refuge\val\mask\V0217.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0218.jpg,../data/raw\refuge\val\mask\V0218.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0219.jpg,../data/raw\refuge\val\mask\V0219.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0220.jpg,../data/raw\refuge\val\mask\V0220.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0221.jpg,../data/raw\refuge\val\mask\V0221.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0222.jpg,../data/raw\refuge\val\mask\V0222.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0223.jpg,../data/raw\refuge\val\mask\V0223.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0224.jpg,../data/raw\refuge\val\mask\V0224.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0225.jpg,../data/raw\refuge\val\mask\V0225.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0226.jpg,../data/raw\refuge\val\mask\V0226.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0227.jpg,../data/raw\refuge\val\mask\V0227.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0228.jpg,../data/raw\refuge\val\mask\V0228.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0229.jpg,../data/raw\refuge\val\mask\V0229.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0230.jpg,../data/raw\refuge\val\mask\V0230.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0231.jpg,../data/raw\refuge\val\mask\V0231.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0232.jpg,../data/raw\refuge\val\mask\V0232.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0233.jpg,../data/raw\refuge\val\mask\V0233.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0234.jpg,../data/raw\refuge\val\mask\V0234.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0235.jpg,../data/raw\refuge\val\mask\V0235.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0236.jpg,../data/raw\refuge\val\mask\V0236.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0237.jpg,../data/raw\refuge\val\mask\V0237.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0238.jpg,../data/raw\refuge\val\mask\V0238.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0239.jpg,../data/raw\refuge\val\mask\V0239.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0240.jpg,../data/raw\refuge\val\mask\V0240.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0241.jpg,../data/raw\refuge\val\mask\V0241.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0242.jpg,../data/raw\refuge\val\mask\V0242.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0243.jpg,../data/raw\refuge\val\mask\V0243.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0244.jpg,../data/raw\refuge\val\mask\V0244.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0245.jpg,../data/raw\refuge\val\mask\V0245.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0246.jpg,../data/raw\refuge\val\mask\V0246.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0247.jpg,../data/raw\refuge\val\mask\V0247.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0248.jpg,../data/raw\refuge\val\mask\V0248.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0249.jpg,../data/raw\refuge\val\mask\V0249.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0250.jpg,../data/raw\refuge\val\mask\V0250.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0251.jpg,../data/raw\refuge\val\mask\V0251.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0252.jpg,../data/raw\refuge\val\mask\V0252.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0253.jpg,../data/raw\refuge\val\mask\V0253.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0254.jpg,../data/raw\refuge\val\mask\V0254.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0255.jpg,../data/raw\refuge\val\mask\V0255.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0256.jpg,../data/raw\refuge\val\mask\V0256.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0257.jpg,../data/raw\refuge\val\mask\V0257.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0258.jpg,../data/raw\refuge\val\mask\V0258.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0259.jpg,../data/raw\refuge\val\mask\V0259.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0260.jpg,../data/raw\refuge\val\mask\V0260.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0261.jpg,../data/raw\refuge\val\mask\V0261.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0262.jpg,../data/raw\refuge\val\mask\V0262.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0263.jpg,../data/raw\refuge\val\mask\V0263.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0264.jpg,../data/raw\refuge\val\mask\V0264.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0265.jpg,../data/raw\refuge\val\mask\V0265.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0266.jpg,../data/raw\refuge\val\mask\V0266.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0267.jpg,../data/raw\refuge\val\mask\V0267.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0268.jpg,../data/raw\refuge\val\mask\V0268.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0269.jpg,../data/raw\refuge\val\mask\V0269.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0270.jpg,../data/raw\refuge\val\mask\V0270.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0271.jpg,../data/raw\refuge\val\mask\V0271.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0272.jpg,../data/raw\refuge\val\mask\V0272.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0273.jpg,../data/raw\refuge\val\mask\V0273.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0274.jpg,../data/raw\refuge\val\mask\V0274.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0275.jpg,../data/raw\refuge\val\mask\V0275.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0276.jpg,../data/raw\refuge\val\mask\V0276.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0277.jpg,../data/raw\refuge\val\mask\V0277.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0278.jpg,../data/raw\refuge\val\mask\V0278.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0279.jpg,../data/raw\refuge\val\mask\V0279.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0280.jpg,../data/raw\refuge\val\mask\V0280.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0281.jpg,../data/raw\refuge\val\mask\V0281.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0282.jpg,../data/raw\refuge\val\mask\V0282.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0283.jpg,../data/raw\refuge\val\mask\V0283.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0284.jpg,../data/raw\refuge\val\mask\V0284.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0285.jpg,../data/raw\refuge\val\mask\V0285.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0286.jpg,../data/raw\refuge\val\mask\V0286.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0287.jpg,../data/raw\refuge\val\mask\V0287.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0288.jpg,../data/raw\refuge\val\mask\V0288.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0289.jpg,../data/raw\refuge\val\mask\V0289.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0290.jpg,../data/raw\refuge\val\mask\V0290.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0291.jpg,../data/raw\refuge\val\mask\V0291.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0292.jpg,../data/raw\refuge\val\mask\V0292.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0293.jpg,../data/raw\refuge\val\mask\V0293.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0294.jpg,../data/raw\refuge\val\mask\V0294.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0295.jpg,../data/raw\refuge\val\mask\V0295.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0296.jpg,../data/raw\refuge\val\mask\V0296.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0297.jpg,../data/raw\refuge\val\mask\V0297.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0298.jpg,../data/raw\refuge\val\mask\V0298.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0299.jpg,../data/raw\refuge\val\mask\V0299.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0300.jpg,../data/raw\refuge\val\mask\V0300.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0301.jpg,../data/raw\refuge\val\mask\V0301.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0302.jpg,../data/raw\refuge\val\mask\V0302.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0303.jpg,../data/raw\refuge\val\mask\V0303.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0304.jpg,../data/raw\refuge\val\mask\V0304.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0305.jpg,../data/raw\refuge\val\mask\V0305.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0306.jpg,../data/raw\refuge\val\mask\V0306.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0307.jpg,../data/raw\refuge\val\mask\V0307.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0308.jpg,../data/raw\refuge\val\mask\V0308.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0309.jpg,../data/raw\refuge\val\mask\V0309.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0310.jpg,../data/raw\refuge\val\mask\V0310.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0311.jpg,../data/raw\refuge\val\mask\V0311.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0312.jpg,../data/raw\refuge\val\mask\V0312.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0313.jpg,../data/raw\refuge\val\mask\V0313.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0314.jpg,../data/raw\refuge\val\mask\V0314.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0315.jpg,../data/raw\refuge\val\mask\V0315.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0316.jpg,../data/raw\refuge\val\mask\V0316.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0317.jpg,../data/raw\refuge\val\mask\V0317.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0318.jpg,../data/raw\refuge\val\mask\V0318.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0319.jpg,../data/raw\refuge\val\mask\V0319.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0320.jpg,../data/raw\refuge\val\mask\V0320.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0321.jpg,../data/raw\refuge\val\mask\V0321.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0322.jpg,../data/raw\refuge\val\mask\V0322.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0323.jpg,../data/raw\refuge\val\mask\V0323.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0324.jpg,../data/raw\refuge\val\mask\V0324.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0325.jpg,../data/raw\refuge\val\mask\V0325.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0326.jpg,../data/raw\refuge\val\mask\V0326.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0327.jpg,../data/raw\refuge\val\mask\V0327.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0328.jpg,../data/raw\refuge\val\mask\V0328.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0329.jpg,../data/raw\refuge\val\mask\V0329.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0330.jpg,../data/raw\refuge\val\mask\V0330.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0331.jpg,../data/raw\refuge\val\mask\V0331.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0332.jpg,../data/raw\refuge\val\mask\V0332.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0333.jpg,../data/raw\refuge\val\mask\V0333.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0334.jpg,../data/raw\refuge\val\mask\V0334.jpg
REFUGE,val,unknown,../data/raw\refuge\val\images\V0335.jpg,../data/raw\refuge\val\mask\V0335.jpg
